time_log,pair,img_name_1h,img_name_4h,acc_1h,acc_4h,open_1h,high_1h,low_1h,close_1h,open_4h,high_4h,low_4h,close_4h
20220119040000,AUDCAD,C:\Users\Administrator\Desktop\Trade_1005\Images_1h\AUDCAD_20220119060000_100772.jpg,C:\Users\Administrator\Desktop\Trade_1005\Images_4h\AUDCAD_20220119040000_101692.jpg,0.25084597,0.25567526,0.8982,0.89872,0.89802,0.89823,0.89816,0.89876,0.89758,0.89871
20220119040000,AUDCHF,C:\Users\Administrator\Desktop\Trade_1005\Images_1h\AUDCHF_20220119070000_100560.jpg,C:\Users\Administrator\Desktop\Trade_1005\Images_4h\AUDCHF_20220119040000_101654.jpg,0.21198083,0.3069942,0.65824,0.65864,0.65801,0.65834,0.65899,0.65952,0.65788,0.65834
20220119040000,AUDJPY,C:\Users\Administrator\Desktop\Trade_1005\Images_1h\AUDJPY_20220119070000_101075.jpg,C:\Users\Administrator\Desktop\Trade_1005\Images_4h\AUDJPY_20220119040000_102026.jpg,0.002916801,0.5515432,82.178,82.201,82.065,82.135,82.386,82.486,82.065,82.135
20220119040000,AUDNZD,C:\Users\Administrator\Desktop\Trade_1005\Images_1h\AUDNZD_20220119060000_100447.jpg,C:\Users\Administrator\Desktop\Trade_1005\Images_4h\AUDNZD_20220119040000_100677.jpg,0.007242525,0.23297863,1.05954,1.05964,1.05908,1.05929,1.06111,1.06166,1.05861,1.059
20220119040000,AUDUSD,C:\Users\Administrator\Desktop\Trade_1005\Images_1h\AUDUSD_20220119070000_100827.jpg,C:\Users\Administrator\Desktop\Trade_1005\Images_4h\AUDUSD_20220119040000_102589.jpg,0.49970555,0.40793702,0.71847,0.71906,0.71832,0.71891,0.71857,0.71945,0.71764,0.71891
20220119040000,CADCHF,C:\Users\Administrator\Desktop\Trade_1005\Images_1h\CADCHF_20220119070000_100753.jpg,C:\Users\Administrator\Desktop\Trade_1005\Images_4h\CADCHF_20220119040000_101908.jpg,0.21194077,0.22586532,0.73254,0.73259,0.7321,0.73224,0.73342,0.7341,0.7321,0.73224
20220119040000,CADJPY,C:\Users\Administrator\Desktop\Trade_1005\Images_1h\CADJPY_20220119060000_100875.jpg,C:\Users\Administrator\Desktop\Trade_1005\Images_4h\CADJPY_20220119040000_101806.jpg,0.125276,0.112832546,91.596,91.642,91.457,91.466,91.704,91.83,91.318,91.371
20220119040000,CHFJPY,C:\Users\Administrator\Desktop\Trade_1005\Images_1h\CHFJPY_20220119060000_100725.jpg,C:\Users\Administrator\Desktop\Trade_1005\Images_4h\CHFJPY_20220119040000_101443.jpg,0.14192358,0.08316424,124.945,124.977,124.819,124.829,125.008,125.097,124.702,124.75
20220119040000,EURAUD,C:\Users\Administrator\Desktop\Trade_1005\Images_1h\EURAUD_20220119060000_100844.jpg,C:\Users\Administrator\Desktop\Trade_1005\Images_4h\EURAUD_20220119040000_101212.jpg,0.33635208,0.5398399,1.57638,1.5767600000000002,1.57435,1.57643,1.57518,1.5777299999999999,1.5739,1.57552
20220119040000,EURCAD,C:\Users\Administrator\Desktop\Trade_1005\Images_1h\EURCAD_20220119060000_101336.jpg,C:\Users\Administrator\Desktop\Trade_1005\Images_4h\EURCAD_20220119040000_101861.jpg,0.38102797,0.3182741,1.41619,1.41647,1.4148100000000001,1.4163000000000001,1.41505,1.41693,1.41374,1.41622
